,0,1,2
314,Centro de Ensino Fundamental Doutora Zilda Arns,-15.7390441,-47.762176499999995
315,ESCOLA CLASSE 36 DE CEILÂNDIA,-15.8466334,-48.1138925
316,CENTRO DE ENSINO FUNDAMENTAL 11 DE TAGUATINGA,-15.8089094,-48.0632246
317,Centro de Ensino Fundamental 01 do Guará,-15.812587299999999,-47.988253099999994
318,ESCOLA CLASSE 121 DE SAMAMBAIA,-15.872636799999999,-48.075078399999995
319,CENTRO EDUCACIONAL 02 DO CRUZEIRO,-15.7966115,-47.9384612
320,Centro de  Atenção Integral a Criança Bernardo Sayão,-16.008584,-47.997219699999995
321,CENTRO EDUCACIONAL 05 DE TAGUATINGA,-15.767990699999999,-47.8927933
322,ESCOLA CLASSE 06 DE PLANALTINA,-15.627565599999999,-47.6467214
323,ESCOLA CLASSE 03 DE PLANALTINA,-15.6150597,-47.6461598
324,ESCOLA CLASSE 18 DO GAMA,-16.0331997,-48.0613473
325,Centro Educacional Vargem Bonita,-15.767990699999999,-47.8927933
326,ESCOLA CLASSE 39 DE CEILÂNDIA,-15.832993,-48.1320124
327,ESCOLA CLASSE LAMARÃO,-15.9652458,-47.501005899999996
328,ESCOLA CLASSE 50 DE CEILÂNDIA,-15.842652099999999,-48.1283339
329,ESCOLA CLASSE 308 SUL,-15.8136358,-47.9052876
330,ESCOLA CLASSE CÓRREGO BARREIRO,-15.982901499999999,-48.116814
331,Escola Classe 06 do Paranoá,-15.757671499999999,-47.7834158
332,CENTRO DE ENSINO FUNDAMENTAL 209 DE SANTA MARIA,-16.0117473,-47.9911199
333,ESCOLA CLASSE VILA BURITIS,-15.6016826,-47.8674908
334,CENTRO EDUCACIONAL TAQUARA,-15.6321923,-47.5210394
335,ESCOLA CLASSE 16 DE TAGUATINGA,-15.7907614,-48.121140499999996
336,CAIC Professor  Benedito Carlos de Oliveira,-15.6769977,-48.2032514
337,ESCOLA CLASSE 410 DE SAMAMBAIA,-15.872636799999999,-48.075078399999995
338,CENTRO DE ENSINO FUNDAMENTAL 17 DE TAGUATINGA,-15.7967912,-48.102581
339,ESCOLA CLASSE 04 DE SOBRADINHO,-15.645724399999999,-47.7773142
340,ESCOLA CLASSE 18 DE CEILÂNDIA,-15.832993,-48.1320124
341,ESCOLA CLASSE 64 DE CEILÂNDIA,-15.832993,-48.1320124
342,ESCOLA CLASSE CÓRREGO DO MEIO,-15.5062704,-47.6181908
343,ESCOLA CLASSE 115 NORTE,-15.741085,-47.892722
344,CENTRO DE EDUCAÇÃO INFANTIL 304 DO RECANTO DAS EMAS,-15.9140982,-48.0933152
345,Centro de Ensino Fundamental 07 de Ceilândia,-15.830455599999999,-48.099382
346,ESCOLA CLASSE 02 DE CEILÂNDIA,-15.7897191,-48.1333446
347,CENTRO DE EDUCAÇÃO INFANTIL ÁGUAS CLARAS,-15.8706418,-48.0150345
348,Centro de Ensino Fundamental 02 de Brazlândia,-15.6718234,-48.1943999
349,ESCOLA CLASSE VILA DO BOA,-15.877830699999999,-47.7910852
350,ESCOLA CLASSE 12 DO GAMA,-16.0103016,-48.0652346
351,CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES,-15.639922599999998,-47.629140299999996
352,CENTRO EDUCACIONAL 03 DE PLANALTINA,-15.6031599,-47.6502737
353,ESCOLA CLASSE PARANÁ,-15.615046399999999,-47.6453199
354,ESCOLA CLASSE 02 DE VICENTE PIRES,-15.803227499999998,-48.0175522
355,Escola Classe  01 DE Brazlândia,-15.833675699999999,-48.091914599999996
356,CENTRO DE ENSINO FUNDAMENTAL VILA AREAL,-15.8599204,-48.025022799999995
357,ESCOLA CLASSE 113 NORTE,-15.747250999999999,-47.890633
358,ESCOLA CLASSE 16 DE PLANALTINA,-15.7907614,-48.121140499999996
359,ESCOLA CLASSE 22 DO GAMA,-16.0233825,-48.0667432
360,ESCOLA CLASSE ESTÂNCIA DO PIPIRIPAU,-15.6097874,-47.563891
361,ESCOLA CLASSE 06 DO GAMA,-16.0117677,-48.072975899999996
362,Centro de Atenção Integral a Criança Professor Anísio Teixeira,-16.008584,-47.997219699999995
363,Escola Classe 02 do Riacho Fundo II,-15.896268999999998,-48.0495331
364,Centro de Ensino Fundamental 03 do Paranoá,-15.7648798,-47.7796302
365,CENTRO EDUCACIONAL 04 DO GUARÁ,-15.8207928,-47.9749024
366,CENTRO DE ENSINO MÉDIO PAULO FREIRE,-15.7560387,-47.878983899999994
367,Escola Classe 03 de Ceilândia,-15.832993,-48.1320124
368,ESCOLA CLASSE AGUILHADA,-15.9393677,-47.7601641
369,ESCOLA CLASSE 512 DE SAMAMBAIA,-15.872636799999999,-48.075078399999995
370,ESCOLA CLASSE 415 DE SAMAMBAIA,-15.872636799999999,-48.075078399999995
371,ESCOLA CLASSE 03 DO GUARÁ,-15.8304514,-47.9271531
372,ESCOLA CLASSE 06 DO GUARÁ,-15.8202544,-47.9809984
373,ESCOLA CLASSE 15 DE TAGUATINGA,-15.7942287,-47.882165799999996
374,ESCOLA CLASSE 07 DO GUARÁ,-15.8304514,-47.9271531
375,Jardim de Infância 06 do Gama,-16.007471799999998,-48.0504362
376,Escola Classe 04 do Núcleo Bandeirante,-15.920651699999999,-47.988374199999996
377,CENTRO DE EDUCAÇÃO INFANTIL 01 DE SÃO SEBASTIÃO,-15.900419999999999,-47.776302199999996
378,CENTRO DE ENSINO FUNDAMENTAL CERÂMICAS REUNIDAS DOM BOSCO,-15.5731831,-47.386000499999994
379,ESCOLA CLASSE 11 DE CEILÂNDIA,-15.832993,-48.1320124
380,Escola Classe 03 de Brazlândia,-15.666324,-48.1970992
381,ESCOLA CLASSE 10 DE CEILÂNDIA,-15.801094399999998,-48.1399404
382,ESCOLA CLASSE 16 DO GAMA,-16.0206978,-48.0820952
383,CENTRO DE ENSINO FUNDAMENTAL 15 DE TAGUATINGA,-15.834818599999998,-48.0544199
384,CENTRO DE ENSINO FUNDAMENTAL 103 DE SANTA MARIA,-16.037072,-48.037340699999994
385,CENTRO DE ENSINO FUNDAMENTAL 403 DE SANTA MARIA,-16.0379054,-48.026740499999995
386,ESCOLA CLASSE 62 DE CEILÂNDIA,-15.832993,-48.1320124
387,Centro Educacional 02 de Brazlândia,-15.681275999999999,-48.1978264
388,CENTRO DE ENSINO FUNDAMENTAL 507 DE SAMAMBAIA,-15.8899905,-48.0975749
389,CENTRO DE ENSINO FUNDAMENTAL PIPIRIPAU II,-15.5348966,-47.5119949
390,Centro de Ensino Fundamental 01 do Núcleo Bandeirante,-15.8767245,-47.9764148
391,ESCOLA CLASSE 415 NORTE,-15.740013999999999,-47.886421
392,ESCOLA CLASSE 35 DE CEILÂNDIA,-15.832993,-48.1320124
393,Escola Classe Kanegae,-15.8847008,-47.9899239
394,Centro de Ensino Fundamental 02 do Riacho Fundo II,,
395,Centro Educacional 308 do Recanto das Emas,-15.923555799999999,-48.1014574
396,CENTRO DE ENSINO FUNDAMENTAL 07 DE BRASÍLIA,-15.755181199999999,-47.8987771
397,CENTRO DE ENSINO MÉDIO ASA NORTE - CEAN,-15.766226999999999,-47.875149
398,CENTRO DE ENSINO FUNDAMENTAL 01 DO LAGO NORTE,-15.7335091,-47.873247899999996
399,CENTRO DE ENSINO FUNDAMENTAL 08 DO GAMA,-16.037039099999998,-48.0613099
400,Escola Classe 04 de Planaltina,-15.621300999999999,-47.646524899999996
401,ESCOLA CLASSE 04 DO PARANOÁ,-15.7730278,-47.776685699999994
402,ESCOLA CLASSE 43 DE CEILÂNDIA,-15.832993,-48.1320124
403,ESCOLA CLASSE 29 DE CEILÂNDIA,-15.832993,-48.1320124
404,ESCOLA CLASSE RAJADINHA,-15.753766299999999,-47.6508039
405,JARDIM DE INFÂNCIA 208 SUL,-15.820855,-47.901579999999996
406,ESCOLA CLASSE 25 DE CEILÂNDIA,-15.832993,-48.1320124
407,CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA,-15.8100334,-48.130143399999994
408,ESCOLA CLASSE 511 DE SAMAMBAIA,-15.932894,-48.1075534
409,ESCOLA CLASSE 06 DE TAGUATINGA,-15.8107986,-48.1107869
410,ESCOLA CLASSE 29 DO GAMA,-15.980700599999999,-48.0720708
411,ESCOLA CLASSE 102 DO RECANTO DAS EMAS,-15.9019202,-48.0614503
412,Centro de Educação Infantil 01 do Riacho Fundo I,-15.883317199999999,-48.0175172
413,CENTRO DE ENSINO FUNDAMENTAL 102 NORTE,-15.781417099999999,-47.883028599999996
414,Centro de Ensino Médio 02 de Brazlândia,-15.9203821,-48.058374099999995
415,ESCOLA CLASSE 14 DE SOBRADINHO,-15.6438268,-47.816476099999996
416,CENTRO DE EDUCAÇÃO INFANTIL 05 DE TAGUATINGA,-15.815456099999999,-48.081438999999996
417,CENTRO DE ENSINO FUNDAMENTAL 115 DO RECANTO DAS EMAS,-15.9256025,-48.1076373
418,ESCOLA CLASSE 21 DE CEILÂNDIA,-15.832993,-48.1320124
419,Escola Classe 03 do Núcleo Bandeirante,-15.920651699999999,-47.988374199999996
420,Escola Classe 66 de Ceilândia,-15.8182127,-48.153405299999996
421,CENTRO EDUCACIONAL PROFESSOR CARLOS RAMOS MOTA,-15.767990699999999,-47.8927933
422,Centro de Ensino Fundamental 05 de Taguatinga,-15.8593969,-48.0463234
423,ESCOLA CLASSE 604 DE SAMAMBAIA,-15.872636799999999,-48.075078399999995
424,Escola Classe Verde do Riacho Fundo I,-15.883317199999999,-48.0175172
425,CENTRO DE ENSINO FUNDAMENTAL 05 DO GAMA,-16.0155669,-48.0784635
426,ESCOLA CLASSE GRANJA DO TORTO,-16.0069941,-48.082864
427,CENTRO EDUCACIONAL 08 DO GAMA,-16.025565099999998,-48.074092199999996
428,ESCOLA CLASSE VALE DO SOL,-15.654595299999999,-47.651421899999995
429,CENTRO DE ENSINO FUNDAMENTAL 05 DO GUARÁ,-15.843361,-47.973594999999996
430,ESCOLA CLASSE 01 DE PLANALTINA,-15.6258333,-47.655088899999996
431,Escola Classe 05 do Núcleo Bandeirante,-15.920651699999999,-47.988374199999996
432,CENTRO DE ENSINO FUNDAMENTAL 04 DO GUARÁ,-15.8184086,-47.9878601
433,ESCOLA CLASSE 114 SUL,-15.827886399999999,-47.9197807
434,ESCOLA CLASSE 410 SUL,-15.8267303,-47.9049708
435,ESCOLA CLASSE 312 NORTE,-15.7522127,-47.8928764
436,CENTRO EDUCACIONAL 123 DE SAMAMBAIA,-15.893777,-48.1227625
437,CENTRO DE ENSINO FUNDAMENTAL DO BOSQUE,-15.9053639,-47.7565691
438,ESCOLA CLASSE 431 DE SAMAMBAIA,-15.872636799999999,-48.075078399999995
439,ESCOLA CLASSE 203 DE SANTA MARIA,-16.037134,-48.0333482
440,CENTRO DE ENSINO FUNDAMENTAL JUSCELINO KUBITSCHEK,-15.6011796,-47.688026099999995
441,Centro de Ensino Médio 01 do Riacho Fundo I,-15.888113299999999,-48.0141078
442,CENTRO EDUCACIONAL ENGENHO DAS LAJES,-16.0436221,-48.254291699999996
443,CENTRO DE EDUCAÇÃO INFANTIL 03 DE TAGUATINGA,-15.8998236,-48.053597599999996
444,CENTRO DE EDUCAÇAO INFANTIL 01 DE PLANALTINA,-15.619638,-47.682903599999996
445,ESCOLA CLASSE 28 DO GAMA,-16.0069941,-48.082864
446,ESCOLA CLASSE 41 DE TAGUATINGA,-15.862146599999999,-48.000821599999995
447,ESCOLA CLASSE DO SETOR P NORTE,-15.8466334,-48.1138925
448,Escola Classe 203 do Recanto das Emas,-15.9044636,-48.0650252
449,CENTRO DE ENSINO FUNDAMENTAL 06 DE BRASÍLIA,-15.8559199,-47.8774203
450,CENTRO EDUCACIONAL 07 DE TAGUATINGA,-15.8046577,-48.100261499999995
451,Centro Educacional 06 de Ceilândia,-15.8443764,-48.1157547
452,CENTRO EDUCACIONAL GISNO,-15.769188799999998,-47.8947266
453,Centro de Ensino Fundamental 03 de Brazlândia,-15.840233999999999,-48.049004
454,ESCOLA CLASSE SUSSUARANA,-15.768212799999999,-47.891628
455,CENTRO DE EDUCAÇÃO INFANTIL 02 DE TAGUATINGA,-15.8998236,-48.053597599999996
456,CENTRO DE EDUCAÇÃO INFANTIL 307 DE SAMAMBAIA,-15.8998236,-48.053597599999996
457,CENTRO DE ENSINO FUNDAMENTAL 312 DE SAMAMBAIA,-15.8767096,-48.0685931
458,ESCOLA CLASSE 14 DE PLANALTINA,-15.6138511,-47.632059999999996
459,ESCOLA CLASSE 12 DE SOBRADINHO,-15.660134,-47.8081099
460,CENTRO DE EDUCAÇÃO INFANTIL 06 DE TAGUATINGA,-15.8998236,-48.053597599999996
461,CENTRO EDUCACIONAL 01 DE PLANALTINA,-15.619638,-47.682903599999996
462,ESCOLA CLASSE 314 SUL,-15.826650599999999,-47.9218058
463,Centro de Educação Infantil 01 do Gama,-15.751893899999999,-47.87948
464,ESCOLA CLASSE 708 NORTE,-15.768212799999999,-47.891628
465,JARDIM DE INFÂNCIA 102 SUL,-15.8039194,-47.889781899999996
466,CENTRO DE ENSINO FUNDAMENTAL 306 DO RECANTO DAS EMAS,-15.918893299999999,-48.097255499999996
467,ESCOLA CLASSE 413 SUL,-15.831223399999999,-47.9129186
468,Escola Classe 16 de Ceilândia,-15.7907614,-48.121140499999996
469,ESCOLA CLASSE 108 SUL,-15.8169439,-47.902981499999996
470,CENTRO EDUCACIONAL 01 DO CRUZEIRO,-15.7848128,-47.9363761
471,Escola Classe 06 de Ceilândia,-15.8107986,-48.1107869
472,CENTRO DE ENSINO FUNDAMENTAL 306 NORTE,-15.7708938,-47.8868918
473,ESCOLA CLASSE ALTA - MIR,-15.768212799999999,-47.891628
474,CENTRO DE ENSINO FUNDAMENTAL 11 DE CEILÂNDIA,-15.8403242,-48.1046431
475,CENTRO EDUCACIONAL 03 DE SOBRADINHO,-15.8396124,-47.975651799999994
476,ESCOLA CLASSE 100 DE SANTA MARIA,-16.0427092,-48.0384111
477,ESCOLA CLASSE 11 DE SOBRADINHO,-15.645510999999999,-47.788675
478,Centro Educacional 04 de Brazlândia,-15.663803699999999,-48.1949908
479,ESCOLA CLASSE 17 DE SOBRADINHO,-15.6234521,-47.847358
480,ESCOLA CLASSE 09 DE PLANALTINA,-15.6105278,-47.6448854
481,Escola Classe 01 INCRA 08,-15.7404768,-48.1702519
482,Escola Classe Agrovila II,-15.910745299999999,-47.7587921
483,CENTRO DE ENSINO FUNDAMENTAL 519 DE SAMAMBAIA,-15.896996,-48.1154206
484,Centro de Ensino Médio Júlia Kubitschek,-15.853104,-47.946152
485,ESCOLA CLASSE 206 DE SANTA MARIA,-16.0263255,-48.0303506
486,ESCOLA CLASSE COLÔNIA AGRÍCOLA VICENTE PIRES,-15.813069299999999,-48.0146741
487,ESCOLA CLASSE 614 DE SAMAMBAIA,-15.872636799999999,-48.075078399999995
488,CENTRO DE EDUCAÇÃO INFANTIL 04 DE SOBRADINHO,-15.6538027,-47.799236199999996
489,CENTRO EDUCACIONAL 14 DE CEILÂNDIA,-15.793829899999999,-48.1295599
490,Centro de Educação Infantil 01 de Brazlândia,-15.751893899999999,-47.87948
491,CENTRO DE ENSINO FUNDAMENTAL 21 DE TAGUATINGA,-15.822849,-48.0831407
492,JARDIM DE INFÂNCIA 305 SUL,-15.808470699999999,-47.8986701
493,Centro Educacional 02 do Riacho Fundo,-15.8836564,-48.020004199999995
494,Centro Educacional Agrourbano Ipê do Riacho Fundo,-15.947403999999999,-48.0148197
495,ESCOLA CLASSE LOBEIRAL,-15.5898392,-47.8421509
496,CENTRO EDUCACIONAL 15 DE CEILÂNDIA,-15.798172899999999,-48.1370996
497,ESCOLA CLASSE 08 DE TAGUATINGA,-15.8012003,-48.0656159
498,CENTRO DE ENSINO FUNDAMENTAL 104 NORTE,-15.774932,-47.883821999999995
499,ESCOLA CLASSE 102 SUL,-15.8032141,-47.890298699999995
500,CENTRO EDUCACIONAL VALE DO AMANHECER,-15.7975154,-47.891887399999995
501,JARDIM DE INFÂNCIA 314 SUL,-15.826182699999999,-47.9225479
502,Centro de Educação Infantil do Núcleo Bandeirante,-15.869985999999999,-47.9709182
503,ESCOLA CLASSE DOM BOSCO,-15.800622899999999,-47.894741499999995
504,ESCOLA CLASSE PÓLO AGRÍCOLA DA TORRE,-15.626798399999998,-48.1199563
505,Escola Classe Chapadinha,-15.679506199999999,-48.154826
506,Centro de Ensino Fundamental Tamanduá,-15.939790499999999,-48.1434972
507,ESCOLA CLASSE 12 DE TAGUATINGA,-15.862146599999999,-48.000821599999995
508,ESCOLA CLASSE 404 DO RECANTO DAS EMAS,-15.9129796,-48.0616257
509,Centro de Ensino Fundamental Ponte Alta do Baixo,-16.0252844,-48.1312473
510,ESCOLA CLASSE 17 DE TAGUATINGA,-15.834601,-48.055266599999996
511,CENTRO DE ENSINO FUNDAMENTAL 04 DE TAGUATINGA,-15.822849,-48.0831407
512,ESCOLA CLASSE MORRO DO SANSÃO,-15.6195211,-47.823364299999994
513,JARDIM DE INFÂNCIA 316 SUL,-15.8290317,-47.927093799999994
514,CENTRO DE EDUCAÇÃO INFANTIL 01 DE TAGUATINGA,-15.856182599999999,-48.044540999999995
515,CENTRO DE EDUCAÇÃO INFANTIL 04 DE TAGUATINGA,-15.8267697,-48.057775899999996
516,CENTRO DE EDUCAÇÃO INFANTIL 416/516 DE SANTA MARIA,-15.8998236,-48.053597599999996
517,ESCOLA CLASSE 61 DE CEILÂNDIA,-15.832993,-48.1320124
518,ESCOLA CLASSE 02 DO PARANOÁ,-15.782624799999999,-47.778712299999995
519,CENTRO DE ENSINO FUNDAMENTAL 427 DE SAMAMBAIA,-15.8923939,-48.1385177
520,ESCOLA CLASSE QUEBRADA DOS NÉRIS,-15.825363999999999,-47.923141799999996
521,Escola Classe 02 do Riacho Fundo,-15.896268999999998,-48.0495331
522,CENTRO DE ENSINO FUNDAMENTAL 201 DE SANTA MARIA,-16.0444442,-48.0333348
523,CENTRO DE ENSINO FUNDAMENTAL 113 DO RECANTO DAS EMAS,-15.918179299999998,-48.1025011
524,ESCOLA CLASSE CACHOEIRINHA,-15.9893608,-47.7520173
525,JARDIM DE INFÂNCIA 01 DO CRUZEIRO,-15.784385499999999,-47.9357269
526,ESCOLA CLASSE FRIGORÍFICO INDUSTRIAL,-15.6390751,-47.6331102
527,CENTRO DE ENSINO FUNDAMENTAL 411 DE SAMAMBAIA,-15.8775459,-48.1096473
528,ESCOLA CLASSE ALTO INTERLAGOS,-15.826585699999999,-47.7438919
529,ESCOLA CLASSE 17 DO GAMA,-16.031141899999998,-48.071765899999995
530,ESCOLA CLASSE SONHÉM DE CIMA,-15.507529199999999,-47.8453996
531,ESCOLA CLASSE 50 DE TAGUATINGA,-15.796490599999998,-48.140266399999994
532,ESCOLA CLASSE DO SETOR MILITAR URBANO,-15.7763265,-47.9258398
533,CENTRO DE ENSINO FUNDAMENTAL 02 DE BRASÍLIA,-15.815324799999999,-47.9011813
534,Escola Classe da Vila do Regimento de Cavalaria de Guarda,-15.760133799999998,-47.9536995
535,JARDIM DE INFÂNCIA CASA DA VIVÊNCIA,-15.612260699999998,-47.6503058
536,Centro de Ensino Médio 01 de Brazlândia,-15.686935,-48.1964543
537,ESCOLA CLASSE ARNIQUEIRA,-15.862146599999999,-48.000821599999995
538,ESCOLA CLASSE 10 DO GAMA,-16.0081093,-48.0789025
539,ESCOLA CLASSE 52 DE TAGUATINGA,-15.862146599999999,-48.000821599999995
540,ESCOLA CLASSE 13 DE TAGUATINGA,-15.8679157,-48.015921399999996
541,ESCOLA CLASSE 39 DE TAGUATINGA,-15.862146599999999,-48.000821599999995
542,Centro de Ensino Fundamental 08 do Guará,-15.8276898,-47.978483499999996
543,ESCOLA CLASSE SÃO BARTOLOMEU,-15.9104084,-47.7390684
544,CENTRO DE ENSINO FUNDAMENTAL PONTE ALTA NORTE,-16.025565099999998,-48.074092199999996
545,Escola Classe 06 DE Brazlandia,-15.7404768,-48.1702519
546,JARDIM DE INFÂNCIA 04 DO GAMA,-16.0262282,-48.080449599999994
547,ESCOLA CLASSE APRODARMAS,-15.6641532,-47.6576069
548,JARDIM DE INFÂNCIA 302 NORTE,-15.7820687,-47.8860076
549,CENTRO DE ENSINO FUNDAMENTAL 214 SUL,-15.832181599999998,-47.9182108
550,CENTRO DE ENSINO FUNDAMENTAL JARDIM II DO PARANOÁ,-16.016871899999998,-47.380623799999995
551,ESCOLA CLASSE 45 DE TAGUATINGA,-15.797136,-48.1062241
552,ESCOLA CLASSE 116 DE SANTA MARIA,-16.0024861,-47.9945583
553,CENTRO DE EDUCAÇÃO INFANTIL 03 DE SÃO SEBASTIÃO,-15.903939099999999,-47.7783892
554,Escola Classe Boqueirão,-15.768212799999999,-47.891628
555,CENTRO DE ENSINO FUNDAMENTAL 405 SUL,-15.816320099999999,-47.8922673
556,Centro de Educação Infantil 02 de Brazlândia,-15.658866199999999,-48.1911117
557,Escola Classe 02 da Candangolândia,-15.8304514,-47.9271531
558,ESCOLA CLASSE 07 DE PLANALTINA,-15.6258333,-47.655088899999996
559,JARDIM DE INFÂNCIA 303 SUL,-15.8030426,-47.8938122
560,JARDIM DE INFÂNCIA 02 DO GAMA,-16.014978199999998,-48.070090099999994
561,Centro de Ensino Fundamental 01 da Candangolândia,-15.854163199999999,-47.9545682
562,Escola Classe 07 de Brazlândia,-15.7404768,-48.1702519
563,CENTRO DE ENSINO FUNDAMENTAL ARAPOANGA,-15.640282599999999,-47.6407786
564,ESCOLA CLASSE COPERBRÁS,-15.768212799999999,-47.891628
565,CENTRO EDUCACIONAL SÃO FRANCISCO,-15.914767999999999,-47.763220399999994
566,ESCOLA CLASSE CÓRREGO DO OURO,-15.5132865,-47.922892999999995
567,Escola Classe Bucanhão,-15.768212799999999,-47.891628
568,CENTRO DE EDUCAÇÃO INFANTIL 210 DE SANTA MARIA,-16.021952799999998,-48.019106099999995
569,ESCOLA CLASSE MESTRE D ARMAS,-15.658520399999999,-47.640957199999995
570,CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS,-15.918179299999998,-48.1025011
571,ESCOLA CLASSE JIBÓIA,-15.768212799999999,-47.891628
572,ESCOLA CLASSE 303 DE SAMAMBAIA,-15.872636799999999,-48.075078399999995
573,ESCOLA CLASSE BASEVI,-15.645984799999999,-47.8892702
574,ESCOLA CLASSE CATINGUEIRO,-15.5636063,-47.935344799999996
575,ESCOLA CLASSE 03 DO GAMA,-15.980700599999999,-48.0720708
576,ESCOLA CLASSE 48 DE CEILÂNDIA,-15.832993,-48.1320124
577,ESCOLA CLASSE 47 DE CEILÂNDIA,-15.832993,-48.1320124
578,ESCOLA CLASSE 01 DO PORTO RICO,,
579,ESCOLA CLASSE ITAPETI,-15.768212799999999,-47.891628
580,ESCOLA CLASSE 29 DE TAGUATINGA,-15.862146599999999,-48.000821599999995
581,JARDIM DE INFÂNCIA 106 NORTE,-15.7697585,-47.883359
582,ESCOLA CLASSE ASPALHA,-15.7326178,-47.833901
583,ESCOLA CLASSE RUA DO MATO,-15.6086411,-47.880001199999995
584,ESCOLA CLASSE SOBRADINHO DOS MELOS,-15.7969589,-47.6939469
585,Escola Classe Cariru,-15.906254299999999,-47.5174034
586,ESCOLA CLASSE NÚCLEO RURAL CÓRREGO DO ATOLEIRO,-15.624233299999998,-47.6147955
587,ESCOLA CLASSE VALE VERDE,-15.537835999999999,-47.6529738
588,ESCOLA CLASSE PEDRA FUNDAMENTAL,-15.673921199999999,-47.672427299999995
589,ESCOLA CLASSE LAJES DA JIBÓIA,,
590,CENTRO DE ENSINO FUNDAMENTAL 04 DO PARANOÁ,-15.8184086,-47.9878601
591,CENTRO EDUCACIONAL CONDOMÍNIO ESTÂNCIA III,-15.767990699999999,-47.8927933
592,ESCOLA CLASSE 407 NORTE,-15.7623912,-47.8785007
593,Escola Classe 01 da Candangolândia,-15.8202544,-47.9809984
594,ESCOLA CLASSE 111 SUL,-15.8231243,-47.9120237
595,JARDIM DE INFÂNCIA 114 SUL,-15.8286641,-47.9208133
596,JARDIM DE INFÂNCIA 21 DE ABRIL,-15.810363599999999,-47.906455799999996
597,JARDIM DE INFÂNCIA LÚCIO COSTA,-15.809364899999998,-47.9857228
598,Escola  Classe Almécegas,-15.6100864,-48.197486399999995
599,ESCOLA CLASSE 204 SUL,-15.8117611,-47.8914024
600,CENTRO DE ENSINO FUNDAMENTAL BURITI VERMELHO,-15.898561399999998,-47.4069334
601,ESCOLA CLASSE SANTA HELENA,-15.706586699999999,-47.7989962
602,GRUPO DA FRATERNIDADE CÍCERO PEREIRA,-15.761358,-47.8973608
603,CENTRO DE CONVIVÊNCIA EDUCACIONAL INFANTIL DIVINO ESPÍRITO SANTO,-16.0061796,-48.0819027
604,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA FLOR DE PEQUI,,
605,2 -  Casa da Mãe Preta do Brasil,-15.8658427,-47.9763246
606,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÃNCIA JASMIM,,
607,ASSOCIAÇÃO  NOSSA SENHORA MÃE DOS HOMENS,,
608,7 -  INAV_Instituto Nair Valadares,-15.9051779,-48.0436325
609,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA SABIÁ - DO - CAMPO,,
610,AFMA - AÇÃO SOCIAL COMUNITÁRIA,-15.85681,-48.0771385
611,Escola Classe 01 do Guará,-15.8202544,-47.9809984
612,ESCOLA CLASSE PALMEIRAS,-15.528400399999999,-47.740955899999996
613,ESCOLA CLASSE 416 SUL,-15.8375407,-47.921709
614,ESCOLA CLASSE 24 DE CEILÂNDIA,-15.832993,-48.1320124
615,ESCOLA CLASSE BROCHADO DA ROCHA,-15.621348999999999,-47.7126349
616,ESCOLA CLASSE RIBEIRÃO,-15.5060364,-47.9665153
617,ESCOLA CLASSE 19 DE TAGUATINGA,-15.808787299999999,-47.907199899999995
618,ESCOLA CLASSE CÓRREGO DO ARROZAL,-15.645508699999999,-47.7350602
619,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA OLHOS D AGUA,,
620,3 - Cantinho de Você_Centro Comunitário de Assistência da Candangolândia,,
621,CENTRO SOCIAL COMUNITÁRIO TIA ANGELINA,-15.711924699999999,-47.8752783
622,ASSOCIAÇÃO BENÉFICA CRISTÃ PROMOTORA DO DESENVOLVIMENTO INTEGRAL- PRODEIN,,
623,CASA DE ISMAEL - LAR DA CRIANÇA,-15.7490942,-47.8997184
624,ESCOLA CLASSE 209 SUL,-15.822988599999999,-47.9050045
625,Escola Classe 08 de Brazlândia,-15.6703593,-48.202047099999994
626,ESCOLA CLASSE JARDIM BOTÂNICO,-15.8743696,-47.8404953
627,JARDIM DE INFÂNCIA 308 SUL,-15.8144028,-47.9062218
628,ESCOLA CLASSE 14 DO GAMA,-15.980700599999999,-48.0720708
629,ESCOLA CLASSE GUARIROBA,-15.861120199999998,-48.1736526
630,Escola Classe Córrego das Corujas,-15.836899899999999,-48.1838018
631,ESCOLA CLASSE BARRA ALTA,-15.848081299999999,-47.457513899999995
632,ESCOLA CLASSE OLHOS D ÁGUA,-15.693155399999998,-47.864079
633,LAR DA CRIANÇA PADRE CÍCERO - UNIDADE 2,-15.7964614,-48.0581762
634,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CANELA - DE - EMA,,
635,LAR ASSISTENCIAL MARIA DE NAZARÉ - CRECHE LAR DE MARIA,,
636,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA SUCUPIRA,,
637,5 - Éden_Instituto de Educação Haideé Neves,-15.8794537,-48.013963
638,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JABUTI,,
639,INSTITUTO PAZ E VIDA,-15.7752989,-47.8899416
640,HOTELZINHO SÃO VICENTE DE PAULO,-15.750246599999999,-47.9000427
